total_value,model_obj_value,model_obj_bound,gap,gurobi_time,python_time,clustering_python_time,run_time_original_mip,run_time_callback_mip,run_time_total,operation_time,number_of_initial_fires,number_of_jobs_arrived,number_of_job_processed,number_of_vehicles,number_of_vehicles_used,initial_fire_node_IDs
94.34878322644306,94.34878322644306,97.1739011874174,0.02994334282185576,1.315293788909912,1.32,0.04,360.02,1.32,361.38,24.0,15,15,15,2,2,"2,4,6,7,9,10,12,14,15,16,17,19,22,24,25"
93.8147867791764,93.8147867791764,96.4432950451026,0.02801805937174114,1.5255990028381348,1.53,0.04,360.02,1.53,361.59,24.0,15,15,15,2,2,"4,6,7,8,9,10,12,14,15,16,17,19,22,24,25"
90.95033417842777,90.95033417842777,93.64817314784571,0.029662771377236306,2.193882942199707,2.19,0.04,360.02,2.19,362.25,24.0,15,15,15,2,2,"2,6,7,8,9,10,12,14,15,16,17,18,19,22,24"
90.1469410881205,90.1469410881205,92.49603725883381,0.0260585233659456,1.7854740619659424,1.79,0.04,360.01,1.79,361.84000000000003,24.0,15,16,16,2,2,"2,4,6,7,8,9,10,12,14,16,17,18,19,22,24"
93.72235452362568,93.72235452362568,96.2009413171201,0.026446057678476364,1.3450939655303955,1.35,0.03,360.02,1.35,361.4,24.0,15,15,15,2,2,"2,4,6,7,8,9,10,12,14,16,17,19,22,24,25"
94.50278990567969,94.50278990567969,96.30227521366156,0.019041610409363353,0.8839089870452881,0.88,0.03,360.03,0.88,360.93999999999994,24.0,15,15,15,2,2,"2,6,7,8,9,10,14,15,16,17,18,19,22,24,25"
94.85451915423297,94.85451915423297,97.29033451144194,0.02567948663835766,0.7496659755706787,0.75,0.04,360.03,0.75,360.82,24.0,15,15,15,2,2,"2,4,6,7,8,9,14,15,16,17,18,19,22,24,25"
90.1469410881205,90.1469410881205,92.70639292152636,0.028391998691380354,1.8978610038757324,1.9,0.04,384.01,1.9,385.95,24.0,16,16,16,2,2,"2,4,6,7,8,9,10,12,14,15,16,17,18,19,22,24"
93.14025788199265,93.14025788199265,95.2568348550637,0.022724620064427135,1.0645232200622559,1.06,0.03,384.02,1.06,385.10999999999996,24.0,16,16,16,2,2,"2,4,6,7,8,9,10,14,15,16,17,18,19,22,24,25"
91.97841218076209,91.97841218076209,93.89566345721171,0.020844578972310474,0.7472710609436035,0.75,0.04,384.01,0.75,384.8,24.0,16,16,16,2,2,"2,4,6,7,8,9,10,12,14,15,17,18,19,22,24,25"
92.35432136559251,92.35432136559251,94.84567554084558,0.02697604333413729,1.2570610046386719,1.26,0.04,384.02,1.26,385.32,24.0,16,16,16,2,2,"2,4,6,8,9,10,12,14,15,16,17,18,19,22,24,25"
92.70419450207002,92.70419450207002,95.25413468087895,0.027506200690325677,0.7666168212890625,0.77,0.04,384.07,0.77,384.88,24.0,16,16,16,2,2,"2,4,7,8,9,10,12,14,15,16,17,18,19,22,24,25"
88.53915915081305,88.53915915081305,90.33305951857042,0.020261095598409017,0.985382080078125,0.99,0.03,384.03,0.99,385.04999999999995,24.0,16,17,17,2,2,"2,4,6,7,8,9,10,12,15,16,17,18,19,22,24,25"
90.67116809596203,90.67116809596203,92.94042881825114,0.025027368345882862,0.7324790954589844,0.73,0.04,384.02,0.73,384.79,24.0,16,16,16,2,2,"2,4,6,7,8,10,12,14,15,16,17,18,19,22,24,25"
90.73002405124176,90.73002405124176,92.54037241655969,0.01995313441441944,0.8123209476470947,0.81,0.05,384.02,0.81,384.88,24.0,16,16,16,2,2,"4,6,7,8,9,10,12,14,15,16,17,18,19,22,24,25"
89.75264523796093,89.75264523796093,92.14664384092069,0.02667329298888688,1.6771860122680664,1.68,0.04,384.02,1.68,385.74,24.0,16,16,16,2,2,"2,6,7,8,9,10,12,14,15,16,17,18,19,22,24,25"
88.53915915081383,88.53915915081383,90.84975006482027,0.026096824683761427,1.1515090465545654,1.15,0.05,384.01,1.15,385.21,24.0,16,17,17,2,2,"2,4,6,7,8,9,10,12,14,15,16,17,18,19,22,25"
89.9315623111843,89.9315623111843,92.12208226702928,0.02435763262140691,1.563460111618042,1.56,0.03,384.06,1.56,385.65,24.0,16,16,16,2,2,"2,4,6,7,8,9,10,12,14,16,17,18,19,22,24,25"
90.96022781812285,90.96022781812285,92.96166272061326,0.022003406879018965,1.8785431385040283,1.88,0.04,384.05,1.88,385.97,24.0,16,16,16,2,2,"2,4,6,7,9,10,12,14,15,16,17,18,19,22,24,25"
90.73002405124176,90.73002405124176,92.54037241655969,0.01995313441441944,0.8090171813964844,0.81,0.05,384.01,0.81,384.87,24.0,16,16,16,2,2,"4,6,7,8,9,10,12,14,15,16,17,18,19,22,24,25"
90.6602809795336,90.6602809795336,92.13275323179883,0.01624164668756809,1.1257410049438477,1.13,0.04,384.01,1.13,385.18,24.0,16,16,16,2,2,"2,4,6,7,8,9,12,14,15,16,17,18,19,22,24,25"
93.0252781580686,93.0252781580686,95.81180180314566,0.029954477968259244,0.5786740779876709,0.58,0.03,384.01,0.58,384.61999999999995,24.0,16,16,16,2,2,"2,4,6,7,8,9,10,12,14,15,16,17,18,19,24,25"
91.62392187875014,91.62392187875014,94.06291648744198,0.026619626825399034,1.4355690479278564,1.44,0.04,384.01,1.44,385.49,24.0,16,16,16,2,2,"2,4,6,7,8,9,10,12,14,15,16,17,19,22,24,25"
92.9662072828981,92.9662072828981,94.21888126755489,0.01347450887014119,0.794903039932251,0.8,0.01,384.02,0.8,384.83,24.0,16,16,16,2,2,"2,4,6,7,8,9,10,12,14,15,16,18,19,22,24,25"
88.53915915081383,88.53915915081383,90.78145843329109,0.025325509119166412,1.0937519073486328,1.09,0.04,408.02,1.09,409.15,24.0,17,17,17,2,2,"2,4,6,7,8,9,10,12,14,15,16,17,18,19,22,24,25"
